created_at,updated_at,category_base_id,name,code
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Bebas Terbatas,PERMENKESRI01
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Bebas,PERMENKESRI02
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Keras,PERMENKESRI03
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Wajib Apotek (OWA),PERMENKESRI04
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Golongan Narkotika,PERMENKESRI05
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Psikotropika,PERMENKESRI06
CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1,Obat Herbal & Jamu,PERMENKESRI07
